concept_id,extra_icd10_block,extra_icd10_chapter,name
790,K00,Digestive System,Anomalies of tooth position
791,K00,Digestive System,"Malocclusion, unspecified"
792,K00,Digestive System,Dentofacial functional abnormalities
793,K00,Digestive System,Joint Disorders (Temporomandibular joint disorders)
794,K00,Digestive System,Other disorders of teeth and supporting structures
795,K00,Digestive System,"Dental Disorder (Loss of teeth due to accident, extraction or local periodontal disease)"
796,K00,Digestive System,Retained dental root
797,K00,Digestive System,"Dental Disorder (Disorder of teeth and supporting structures, unspecified)"
798,K00,Digestive System,"Cyst (Other cysts of oral region, not elsewhere classified)"
799,K00,Digestive System,Other diseases of jaws
800,K00,Digestive System,Inflammatory conditions of jaws
801,K00,Digestive System,Alveolitis of jaws
802,K00,Digestive System,"Jaw Disease (Disease of jaws, unspecified)"
803,K00,Digestive System,Diseases of salivary glands
804,K00,Digestive System,Sialoadenitis
805,K00,Digestive System,Stone Of Salivary Gland Or Duct (Sialolithiasis)
806,K00,Digestive System,"Salivary gland Disease (Disease of salivary gland, unspecified)"
807,K00,Digestive System,Stomatitis (Stomatitis and related lesions)
808,K00,Digestive System,Other forms of stomatitis
809,K00,Digestive System,Cellulitis and abscess of mouth
810,K00,Digestive System,Oral mucositis (ulcerative)
811,K00,Digestive System,Lip and oral mucosa (Other diseases of lip and oral mucosa)
812,K00,Digestive System,Lips (Diseases of lips)
813,K00,Digestive System,Bite (Cheek and lip biting)
814,K00,Digestive System,Hairy leukoplakia
815,K00,Digestive System,Diseases of tongue
816,K00,Digestive System,Geographic tongue
817,K00,Digestive System,Plicated tongue
818,K00,Digestive System,Ulceration (Other diseases of tongue)
819,K00,Digestive System,"Tongue Disease (Disease of tongue, unspecified)"
820,K20,Digestive System,Gastro-oesophageal reflux (Gastro-oesophageal reflux disease)
821,K20,Digestive System,Esophageal Reflux (Other diseases of oesophagus)
822,K20,Digestive System,Gastrojejunal Ulcer
823,K20,Digestive System,Gastritis and duodenitis
824,K20,Digestive System,Acute haemorrhagic gastritis
825,K20,Digestive System,"Chronic gastritis, unspecified"
826,K20,Digestive System,"Gastritis, unspecified"
827,K20,Digestive System,"Gastroduodenitis, unspecified"
828,K20,Digestive System,Dyspepsia (Inability To Swallow)
829,K20,Digestive System,Pyloric Stenosis (Other diseases of stomach and duodenum)
830,K35,Digestive System,Appendicitis (Acute appendicitis)
831,K35,Digestive System,Appendicitis (Acute appendicitis with generalized peritonitis)
832,K35,Digestive System,Appendicitis (Acute appendicitis with localized peritonitis)
833,K35,Digestive System,Appendix (Other diseases of appendix)
834,K35,Digestive System,"Appendix (Disease of appendix, unspecified)"
835,K40,Digestive System,Inguinal (Inguinal hernia)
836,K40,Digestive System,"Hernia (Bilateral inguinal hernia, with obstruction, without gangrene)"
837,K40,Digestive System,"Hernia (Bilateral inguinal hernia, with gangrene)"
838,K40,Digestive System,"Hernia (Bilateral inguinal hernia, without obstruction or gangrene)"
839,K40,Digestive System,Femoral (Femoral hernia)
840,K40,Digestive System,"Hernia (Bilateral femoral hernia, with obstruction, without gangrene)"
841,K40,Digestive System,"Hernia (Bilateral femoral hernia, with gangrene)"
842,K40,Digestive System,"Hernia (Bilateral femoral hernia, without obstruction or gangrene)"
843,K40,Digestive System,"Hernia (Unilateral or unspecified femoral hernia, with obstruction, without gangrene)"
844,K40,Digestive System,"Hernia (Unilateral or unspecified femoral hernia, with gangrene)"
845,K40,Digestive System,"Hernia (Unilateral or unspecified femoral hernia, without obstruction or gangrene)"
846,K40,Digestive System,Hernia (Umbilical hernia)
847,K40,Digestive System,"Hernia (Umbilical hernia with obstruction, without gangrene)"
848,K40,Digestive System,Hernia (Umbilical hernia with gangrene)
849,K40,Digestive System,Hernia (Umbilical hernia without obstruction or gangrene)
850,K40,Digestive System,"Hernia (Diaphragmatic hernia with obstruction, without gangrene)"
851,K40,Digestive System,Hernia (Diaphragmatic hernia with gangrene)
852,K40,Digestive System,Hernia (Diaphragmatic hernia without obstruction or gangrene)
853,K40,Digestive System,Hernia (Other abdominal hernia)
854,K40,Digestive System,Abdominal hernia (Unspecified abdominal hernia)
855,K50,Digestive System,"Crohn Disease (Crohn disease, unspecified)"
856,K50,Digestive System,Colitis (Ulcerative colitis)
857,K55,Digestive System,Paralytic ileus
858,K55,Digestive System,Intussusception
859,K55,Digestive System,Volvulus
860,K55,Digestive System,Fecal Impaction (Gallstone ileus)
861,K55,Digestive System,Intestinal obstruction (Other and unspecified intestinal obstruction)
862,K55,Digestive System,"Ileus, unspecified"
863,K55,Digestive System,Diverticular disease of intestine
864,K55,Digestive System,Irritable bowel syndrome
865,K55,Digestive System,Constipation
866,K55,Digestive System,Diarrhea (Functional diarrhoea)
867,K55,Digestive System,Persistent Diarrhea (Functional diarrhoea)
868,K55,Digestive System,Severe Persistent Diarrhea (Functional diarrhoea)
869,K55,Digestive System,"Anal Fissure (Anal fissure, unspecified)"
870,K55,Digestive System,Fistula (Anal fistula)
871,K55,Digestive System,Fistula (Rectal fistula)
872,K55,Digestive System,Fistula (Anorectal fistula)
873,K55,Digestive System,Prolapse (Anal prolapse)
874,K55,Digestive System,Prolapse (Rectal prolapse)
875,K55,Digestive System,Stricture (Stenosis of anus and rectum)
876,K55,Digestive System,Haemorrhage (Haemorrhage of anus and rectum)
877,K55,Digestive System,Abscess (Abscess of intestine)
878,K65,Digestive System,Peritonitis
879,K65,Digestive System,Acute peritonitis
880,K65,Digestive System,"Abscess (Peritonitis, unspecified)"
881,K65,Digestive System,Haemoperitoneum
882,K65,Digestive System,Tuberculous peritonitis
883,K70,Digestive System,Alcoholic fatty liver
884,K70,Digestive System,Alcoholic cirrhosis of liver
885,K70,Digestive System,Chronic hepatic failure
886,K70,Digestive System,"Chronic hepatitis, unspecified"
887,K70,Digestive System,Fibrosis and cirrhosis of liver
888,K70,Digestive System,Abscess of liver
889,K70,Digestive System,"Fatty (change of) liver, not elsewhere classified"
890,K70,Digestive System,Portal hypertension
891,K70,Digestive System,Hepatorenal syndrome
892,K70,Digestive System,"Liver disease, unspecified"
893,K80,Digestive System,Cholelithiasis
894,K80,Digestive System,Calculus Of Gallbladder (Calculus of gallbladder with acute cholecystitis)
895,K80,Digestive System,Calculus of gallbladder (Calculus of gallbladder without cholecystitis)
896,K80,Digestive System,Calculus Of Bile Duct (Calculus of bile duct with cholangitis)
897,K80,Digestive System,Cholecystitis
898,K80,Digestive System,Acute cholecystitis
899,K80,Digestive System,Chronic cholecystitis
900,K80,Digestive System,Cholecystitis (Other cholecystitis)
901,K80,Digestive System,Cholangitis
902,K80,Digestive System,Acute pancreatitis
903,K90,Digestive System,Intestinal malabsorption
904,K90,Digestive System,Coeliac disease
905,K90,Digestive System,Tropical Ulcer (Tropical sprue)
906,K90,Digestive System,"Malabsorption (Intestinal malabsorption, unspecified)"
907,K90,Digestive System,"Postprocedural disorders of digestive system, not elsewhere classified"
908,K90,Digestive System,Haematemesis
909,K90,Digestive System,Melaena
910,K90,Digestive System,"Haemorrhage (Gastrointestinal haemorrhage, unspecified)"
911,K90,Digestive System,"Disease of digestive system, unspecified"
912,L00,Skin & Subcutaneous,Staphylococcal scalded skin syndrome
913,L00,Skin & Subcutaneous,Impetigo (Bullous)
914,L00,Skin & Subcutaneous,Impetigo Contagiosa (Impetigo [any organism] [any site])
915,L00,Skin & Subcutaneous,"Cutaneous abscess, furuncle and carbuncle"
916,L00,Skin & Subcutaneous,Cellulitis
917,L00,Skin & Subcutaneous,Cellulitis of finger and toe
918,L00,Skin & Subcutaneous,Cellulitis of other parts of limb
919,L00,Skin & Subcutaneous,Cellulitis of other sites
920,L00,Skin & Subcutaneous,"Cellulitis, unspecified"
921,L00,Skin & Subcutaneous,Acute lymphadenitis
922,L00,Skin & Subcutaneous,Pyoderma
923,L10,Skin & Subcutaneous,Pemphigus Vulgaris
924,L10,Skin & Subcutaneous,Pemphigoid
925,L10,Skin & Subcutaneous,Others Bullous Disorders (Other bullous disorders)
926,L10,Skin & Subcutaneous,Dermatitis Herpetiformis
927,L10,Skin & Subcutaneous,"Bullous Disorders (Bullous disorder, unspecified)"
928,L10,Skin & Subcutaneous,Bullous Disorders (Bullous disorders in diseases classified elsewhere)
929,L20,Skin & Subcutaneous,Dermatitis (Atopic dermatitis)
930,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Flexural eczema)
931,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Infantile (acute) (chronic) eczema)
932,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Intrinsic (allergic) eczema)
933,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Other atopic dermatitis)
934,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Unspecified)
935,L20,Skin & Subcutaneous,Seborrhoeic dermatitis
936,L20,Skin & Subcutaneous,Diaper [napkin] dermatitis
937,L20,Skin & Subcutaneous,Dermatitis (Allergic contact dermatitis)
938,L20,Skin & Subcutaneous,Dermatitis (Irritant contact dermatitis due to detergents)
939,L20,Skin & Subcutaneous,"Dermatitis (Unspecified contact dermatitis, unspecified cause)"
940,L20,Skin & Subcutaneous,Carbuncule (Other dermatitis)
941,L20,Skin & Subcutaneous,Pityriasis Alba
942,L20,Skin & Subcutaneous,Dermatitis (Other specified dermatitis)
943,L20,Skin & Subcutaneous,Neurodermatitis (Other specified dermatitis)
944,L20,Skin & Subcutaneous,"Dermatitis, unspecified"
945,L40,Skin & Subcutaneous,Psoriasis
946,L40,Skin & Subcutaneous,Psoriasis (Psoriasis vulgaris)
947,L40,Skin & Subcutaneous,Psoriasis (Generalized pustular psoriasis)
948,L40,Skin & Subcutaneous,Psoriasis (Acrodermatitis continua)
949,L40,Skin & Subcutaneous,Psoriasis (Pustulosis palmaris et plantaris)
950,L40,Skin & Subcutaneous,Psoriasis (Arthropathic psoriasis)
951,L40,Skin & Subcutaneous,Psoriasis (Other psoriasis)
952,L40,Skin & Subcutaneous,"Psoriasis (Psoriasis, unspecified)"
953,L40,Skin & Subcutaneous,Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica)
954,L40,Skin & Subcutaneous,Parapsoriasis (Retiform parapsoriasis)
955,L40,Skin & Subcutaneous,Pityriasis Rosea
956,L40,Skin & Subcutaneous,Lichen Planus
957,L40,Skin & Subcutaneous,Lichen Planus (Hypertrophic lichen planus)
958,L40,Skin & Subcutaneous,Lichen Planus (Bullous lichen planus)
959,L40,Skin & Subcutaneous,Lichen Planus (Lichenoid drug reaction)
960,L40,Skin & Subcutaneous,Lichen Planus (Other lichen planus)
961,L40,Skin & Subcutaneous,"Lichen Planus (Lichen planus, unspecified)"
962,L40,Skin & Subcutaneous,Infantile papular acrodermatitis [Giannotti-Crosti]
963,L40,Skin & Subcutaneous,"Papulosquamous Diseases (Papulosquamous disorder, unspecified)"
964,L50,Skin & Subcutaneous,Urticaria
965,L50,Skin & Subcutaneous,Urticaria (Allergic urticaria)
966,L50,Skin & Subcutaneous,Idiopathic urticaria
967,L50,Skin & Subcutaneous,Urticaria (Dermatographic urticaria)
968,L50,Skin & Subcutaneous,Urticaria (Cholinergic urticaria)
969,L50,Skin & Subcutaneous,Urticaria (Contact urticaria)
970,L50,Skin & Subcutaneous,Urticaria (Other urticaria)
971,L50,Skin & Subcutaneous,"Urticaria (Urticaria, unspecified)"
972,L55,Skin & Subcutaneous,Photodermatosis (Photocontact dermatitis [berloque dermatitis])
973,L55,Skin & Subcutaneous,Polymorphous Light Eruption
974,L60,Skin & Subcutaneous,Nail Disorders (Nail disorders in diseases classified elsewhere)
975,L60,Skin & Subcutaneous,Alopecia (Alopecia areata)
976,L60,Skin & Subcutaneous,Alopecia (NOS)
977,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss]
978,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade)
979,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Folliculitis decalvans)
980,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Perifolliculitis capitis abscedens)
981,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Folliculitis ulerythematosa reticulata)
982,L60,Skin & Subcutaneous,Acne
983,L60,Skin & Subcutaneous,Acne (Acne vulgaris)
984,L60,Skin & Subcutaneous,Acne (Acne conglobata)
985,L60,Skin & Subcutaneous,Acne (Acne varioliformis)
986,L60,Skin & Subcutaneous,Acne (Acne tropica)
987,L60,Skin & Subcutaneous,Acne (Other acne)
988,L60,Skin & Subcutaneous,"Acne (Acne, unspecified)"
989,L60,Skin & Subcutaneous,Acne (Rosacea)
990,L60,Skin & Subcutaneous,Rosacea (Other rosacea)
991,L60,Skin & Subcutaneous,"Rosacea (Rosacea, unspecified)"
992,L60,Skin & Subcutaneous,Cyst (Follicular cysts of skin and subcutaneous tissue)
993,L60,Skin & Subcutaneous,Local Vitiligo (Other follicular disorders)
994,L60,Skin & Subcutaneous,Acne (Acne keloid)
995,L80,Skin & Subcutaneous,Vitiligo
996,L80,Skin & Subcutaneous,Pyoderma Gangrenosum (PG) (Pyoderma gangrenosum)
997,L80,Skin & Subcutaneous,Lichen Sclerosis Cronicus (Lichen sclerosus et atrophicus)
998,L80,Skin & Subcutaneous,Keloid Scar (Hypertrophic scar)
999,L80,Skin & Subcutaneous,Cutaneous Lupus Erethemathosis (Lupus erythematosus)
1000,L80,Skin & Subcutaneous,Cutaneous Lupus Erethemathosis (Discoid lupus erythematosus)
1001,L80,Skin & Subcutaneous,Cutaneous Lupus Erethemathosis (Subacute cutaneous lupus erythematosus)
1002,L80,Skin & Subcutaneous,Cutaneous Lupus Erethemathosis (Other local lupus erythematosus)
1003,L80,Skin & Subcutaneous,Scleroderma (Localized scleroderma [morphea])
1004,L80,Skin & Subcutaneous,Scleroderma (Linear scleroderma)
1005,L80,Skin & Subcutaneous,"Ulcer (Chronic ulcer of skin, not elsewhere classified)"
1006,M00,Musculoskeletal,Reiter disease
1007,M00,Musculoskeletal,"Reactive arthropathy, unspecified"
1008,M05,Musculoskeletal,Seropositive rheumatoid arthritis
1009,M05,Musculoskeletal,Other seropositive rheumatoid arthritis
1010,M05,Musculoskeletal,"Seropositive rheumatoid arthritis, unspecified"
1011,M05,Musculoskeletal,Other rheumatoid arthritis
1012,M05,Musculoskeletal,Seronegative rheumatoid arthritis
1013,M05,Musculoskeletal,Rheumatoid bursitis
1014,M05,Musculoskeletal,Rheumatoid nodule
1015,M05,Musculoskeletal,Inflammatory polyarthropathy
1016,M05,Musculoskeletal,"Rheumatoid arthritis, unspecified"
1017,M05,Musculoskeletal,Juvenile arthritis
1018,M05,Musculoskeletal,Juvenile rheumatoid arthritis
1019,M05,Musculoskeletal,Juvenile ankylosing spondylitis
1020,M05,Musculoskeletal,"Juvenile arthritis, unspecified"
1021,M05,Musculoskeletal,Gout (Primary)
1022,M05,Musculoskeletal,Idiopathic gout
1023,M05,Musculoskeletal,Gout (Drug-induced gout)
1024,M05,Musculoskeletal,"Gout (Gout, unspecified)"
1025,M05,Musculoskeletal,Other arthritis
1026,M05,Musculoskeletal,"Polyarthritis (Polyarthritis, unspecified)"
1027,M05,Musculoskeletal,"Arthritis, unspecified"
1028,M05,Musculoskeletal,Diabetic arthropathy
1029,M20,Musculoskeletal,Deformity Of Finger(S)
1030,M20,Musculoskeletal,Hallux valgus (acquired)
1031,M20,Musculoskeletal,Hallux rigidus
1032,M20,Musculoskeletal,"Valgus deformity, not elsewhere classified"
1033,M20,Musculoskeletal,Wrist or foot drop (acquired)
1034,M20,Musculoskeletal,Disorders of patella
1035,M20,Musculoskeletal,Contracture of joint
1036,M20,Musculoskeletal,Haemarthrosis
1037,M20,Musculoskeletal,Fistula (Fistula of joint)
1038,M20,Musculoskeletal,Pain (Pain in joint)
1039,M20,Musculoskeletal,"Stiffness of joint, not elsewhere classified"
1040,M20,Musculoskeletal,"Joint disorder, unspecified"
1041,M30,Musculoskeletal,Polyarteritis nodosa
1042,M30,Musculoskeletal,Juvenile polyarteritis
1043,M30,Musculoskeletal,Systemic lupus erythematosus
1044,M30,Musculoskeletal,Polymyositis
1045,M30,Musculoskeletal,Arthropathies (Arthropathy in other blood disorders)
1046,M40,Musculoskeletal,Scoliosis
1047,M45,Musculoskeletal,"Spondylopathy, unspecified"
1048,M45,Musculoskeletal,Tuberculosis of spine
1049,M50,Musculoskeletal,Cervical Disc Disorder (Cervical disc disorders)
1050,M50,Musculoskeletal,Radiculopathy
1051,M50,Musculoskeletal,Sciatica
1052,M50,Musculoskeletal,Lumbago (Lumbago with sciatica)
1053,M50,Musculoskeletal,Low Back Pain
1054,M50,Musculoskeletal,Pain (Pain in thoracic spine)
1055,M50,Musculoskeletal,"Dorsalgia, unspecified"
1056,M60,Musculoskeletal,Myositis
1057,M60,Musculoskeletal,Myositis (Infective myositis)
1058,M60,Musculoskeletal,"Myositis (Myositis, unspecified)"
1059,M65,Musculoskeletal,Ganglion
1060,M70,Musculoskeletal,Frozen Shoulder (Adhesive capsulitis of shoulder)
1061,M70,Musculoskeletal,Myalgia
1062,M70,Musculoskeletal,Pain (Pain in limb)
1063,M70,Musculoskeletal,Fibromyalgia
1064,M70,Musculoskeletal,Soft Tissue Disorders (Other specified soft tissue disorders)
1065,M70,Musculoskeletal,"Soft tissue disorder, unspecified"
1066,M80,Musculoskeletal,Osteoporosis with pathological fracture
1067,M80,Musculoskeletal,Fracture (Malunion of fracture)
1068,M80,Musculoskeletal,"Fracture (Stress fracture, not elsewhere classified)"
1069,M80,Musculoskeletal,"Fracture (Pathological fracture, not elsewhere classified)"
1070,M86,Musculoskeletal,Osteomyelitis
1071,M86,Musculoskeletal,Osteomyelitis (Chronic osteomyelitis with draining sinus)
1072,M86,Musculoskeletal,Osteomyelitis (Other chronic osteomyelitis)
1073,M86,Musculoskeletal,Osteomyelitis (other osteomyelitis)
1074,M91,Musculoskeletal,"Osteochondrosis (Juvenile osteochondrosis, unspecified)"
1075,M91,Musculoskeletal,"Costochondritis (Osteochondropathy, unspecified)"
1076,N00,Genitourinary System,Nephritic Syndrome (Acute nephritic syndrome: Focal and segmental glomerular lesions)
1077,N00,Genitourinary System,Nephrotic Syndrome
1078,N00,Genitourinary System,Nephrotic Syndrome (Nephrotic syndrome: Focal and segmental glomerular lesions)
1079,N00,Genitourinary System,Nephrotic Syndrome (Nephrotic syndrome: Other)
1080,N00,Genitourinary System,Glomerular disorders in diabetes mellitus
1081,N10,Genitourinary System,Nephritis (Acute tubulo-interstitial nephritis)
1082,N10,Genitourinary System,Pyelonephritis (Chronic tubulo-interstitial nephritis)
1083,N10,Genitourinary System,"Nephritis (Tubulo-interstitial nephritis, not specified as acute or chronic)"
1084,N10,Genitourinary System,"Hydronephrosis (Hydronephrosis with ureteral stricture, not elsewhere classified)"
1085,N10,Genitourinary System,"Nephropathy (Nephropathy induced by unspecified drug, medicament or biological substance)"
1086,N17,Genitourinary System,Renal Disease (Chronic kidney disease)
1087,N17,Genitourinary System,Renal Failure (Unspecified kidney failure)
1088,N20,Genitourinary System,Stone (Calculus of ureter)
1089,N20,Genitourinary System,Calculus (Calculus of kidney with calculus of ureter)
1090,N20,Genitourinary System,"Calculus (Urinary calculus, unspecified)"
1091,N20,Genitourinary System,Stone (Calculus in bladder)
1092,N20,Genitourinary System,"Calculus of lower urinary tract, unspecified"
1093,N20,Genitourinary System,Urolithiasis (Unspecified renal colic)
1094,N25,Genitourinary System,"Small kidney, unspecified"
1095,N25,Genitourinary System,Other disorders of kidney and ureter in diseases classified elsewhere
1096,N30,Genitourinary System,Cystitis
1097,N30,Genitourinary System,Acute cystitis
1098,N30,Genitourinary System,Interstitial cystitis (chronic)
1099,N30,Genitourinary System,Cystitis (Other chronic cystitis)
1100,N30,Genitourinary System,Cystitis (with hematuria)
1101,N30,Genitourinary System,Cystitis (without hematuria)
1102,N30,Genitourinary System,"Bladder disorder, unspecified"
1103,N30,Genitourinary System,Urethral Stricture
1104,N30,Genitourinary System,Urethral Stricture (Post-traumatic urethral stricture)
1105,N30,Genitourinary System,"Urethral Stricture (Postinfective urethral stricture, not elsewhere classified)"
1106,N30,Genitourinary System,"Urethral disorder, unspecified"
1107,N30,Genitourinary System,"Urinary Tract Infection (Urinary tract infection, site not specified)"
1108,N30,Genitourinary System,Stress incontinence
1109,N40,Genitourinary System,Inflammatory diseases of prostate
1110,N40,Genitourinary System,Dysplasia of prostate
1111,N40,Genitourinary System,Hydrocele and spermatocele
1112,N40,Genitourinary System,"Hydrocele (Hydrocele, unspecified)"
1113,N40,Genitourinary System,Torsion of testis
1114,N40,Genitourinary System,Orchitis and epididymitis
1115,N40,Genitourinary System,Infertility (Male infertility)
1116,N40,Genitourinary System,"Redundant prepuce, phimosis and paraphimosis"
1117,N40,Genitourinary System,Other disorders of penis
1118,N40,Genitourinary System,Impotence (Impotence of organic origin)
1119,N40,Genitourinary System,Ulcer of penis
1120,N40,Genitourinary System,"Inflammatory disorders of male genital organs, not elsewhere classified"
1121,N40,Genitourinary System,Carbuncle (of male genital organ of unspecified)
1122,N40,Genitourinary System,Other disorders of male genital organs
1123,N60,Genitourinary System,Fibroadenosis of breast
1124,N60,Genitourinary System,Inflammatory disorders of breast
1125,N60,Genitourinary System,Unspecified lump in breast
1126,N60,Genitourinary System,Galactorrhoea not associated with childbirth
1127,N60,Genitourinary System,"Disorder of breast, unspecified"
1128,N70,Genitourinary System,Salpingitis and oophoritis
1129,N70,Genitourinary System,Acute inflammatory disease of uterus
1130,N70,Genitourinary System,"Female pelvic inflammatory disease, unspecified"
1131,N70,Genitourinary System,Cyst of Bartholin gland
1132,N70,Genitourinary System,Ulceration of vagina
1133,N70,Genitourinary System,Ulceration of vulva
1134,N80,Genitourinary System,Endometriosis
1135,N80,Genitourinary System,Endometriosis (Endometriosis of uterus)
1136,N80,Genitourinary System,Endometriosis (Endometriosis of ovary)
1137,N80,Genitourinary System,Prolapse (Female genital prolapse)
1138,N80,Genitourinary System,Female urethrocele
1139,N80,Genitourinary System,Cystocele
1140,N80,Genitourinary System,Incomplete uterovaginal prolapse
1141,N80,Genitourinary System,Complete uterovaginal prolapse
1142,N80,Genitourinary System,"Prolapse (Uterovaginal prolapse, unspecified)"
1143,N80,Genitourinary System,Vaginal enterocele
1144,N80,Genitourinary System,Rectocele
1145,N80,Genitourinary System,Other female genital prolapse
1146,N80,Genitourinary System,Fistulae involving female genital tract
1147,N80,Genitourinary System,Fistula (Vesicovaginal fistula)
1148,N80,Genitourinary System,Other female urinary-genital tract fistulae
1149,N80,Genitourinary System,Follicular cyst of ovary
1150,N80,Genitourinary System,Corpus luteum cyst
1151,N80,Genitourinary System,Other and unspecified ovarian cysts
1152,N80,Genitourinary System,Haematosalpinx
1153,N80,Genitourinary System,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
1154,N80,Genitourinary System,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
1155,N80,Genitourinary System,Polyp of female genital tract
1156,N80,Genitourinary System,Polyp (Polyp of vagina)
1157,N80,Genitourinary System,Endometrial adenomatous hyperplasia
1158,N80,Genitourinary System,Hypertrophy of uterus
1159,N80,Genitourinary System,Dysplasia of cervix uteri
1160,N80,Genitourinary System,Incompetence of cervix uteri
1161,N80,Genitourinary System,Tight hymenal ring
1162,N80,Genitourinary System,Haematocolpos
1163,N80,Genitourinary System,Primary amenorrhoea
1164,N80,Genitourinary System,Secondary amenorrhoea
1165,N80,Genitourinary System,"Amenorrhoea (Amenorrhoea, unspecified)"
1166,N80,Genitourinary System,Primary oligomenorrhoea
1167,N80,Genitourinary System,Secondary oligomenorrhoea
1168,N80,Genitourinary System,"Oligomenorrhoea (Oligomenorrhoea, unspecified)"
1169,N80,Genitourinary System,"Excessive, frequent and irregular menstruation"
1170,N80,Genitourinary System,Excessive and frequent menstruation with regular cycle
1171,N80,Genitourinary System,Excessive and frequent menstruation with irregular cycle
1172,N80,Genitourinary System,Excessive menstruation at puberty
1173,N80,Genitourinary System,Ovulation bleeding
1174,N80,Genitourinary System,Excessive bleeding in the premenopausal period
1175,N80,Genitourinary System,"Irregular menstruation, unspecified"
1176,N80,Genitourinary System,Other abnormal uterine and vaginal bleeding
1177,N80,Genitourinary System,Postcoital and contact bleeding
1178,N80,Genitourinary System,Haemorrhage (Other specified abnormal uterine and vaginal bleeding)
1179,N80,Genitourinary System,Pain (Pain and other conditions associated with female genital organs and menstrual cycle)
1180,N80,Genitourinary System,Dyspareunia
1181,N80,Genitourinary System,Primary dysmenorrhoea
1182,N80,Genitourinary System,Secondary dysmenorrhoea
1183,N80,Genitourinary System,"Dysmenorrhoea (Dysmenorrhoea, unspecified)"
1184,N80,Genitourinary System,Haemorrhage (Postmenopausal bleeding)
1185,N80,Genitourinary System,Abortion (Habitual aborter)
1186,N80,Genitourinary System,Infertility (Female infertility)
1187,O00,"Pregnancy, Birth, Puerperium",Pregnancy (Ectopic pregnancy)
1188,O00,"Pregnancy, Birth, Puerperium",Abdominal pregnancy
1189,O00,"Pregnancy, Birth, Puerperium",Tubal pregnancy
1190,O00,"Pregnancy, Birth, Puerperium",Ectopic Pregnancy (Other ectopic pregnancy)
1191,O00,"Pregnancy, Birth, Puerperium","Ectopic pregnancy, unspecified"
1192,O00,"Pregnancy, Birth, Puerperium",Hydatidiform mole
1193,O00,"Pregnancy, Birth, Puerperium",Abortion (Missed abortion)
1194,O00,"Pregnancy, Birth, Puerperium",Abortion (Other specified abnormal products of conception)
1195,O00,"Pregnancy, Birth, Puerperium","Abortion (Abnormal product of conception, unspecified)"
1196,O00,"Pregnancy, Birth, Puerperium",Abortion (Spontaneous abortion)
1197,O00,"Pregnancy, Birth, Puerperium","Spontaneous abortion: Incomplete, with other and unspecified complications"
1198,O00,"Pregnancy, Birth, Puerperium","Spontaneous abortion: Incomplete, without complication"
1199,O00,"Pregnancy, Birth, Puerperium","Spontaneous abortion: Complete or unspecified, with other and unspecified complications"
1200,O00,"Pregnancy, Birth, Puerperium","Spontaneous abortion: Complete or unspecified, without complication"
1201,O00,"Pregnancy, Birth, Puerperium",Abortion (Medical abortion)
1202,O00,"Pregnancy, Birth, Puerperium","Medical abortion: Incomplete, with other and unspecified complications"
1203,O00,"Pregnancy, Birth, Puerperium","Medical abortion: Incomplete, without complication"
1204,O00,"Pregnancy, Birth, Puerperium","Medical abortion: Complete or unspecified, with other and unspecified complications"
1205,O00,"Pregnancy, Birth, Puerperium","Medical abortion: Complete or unspecified, without complication"
1206,O00,"Pregnancy, Birth, Puerperium",Other abortion
1207,O00,"Pregnancy, Birth, Puerperium",Abortion (Unspecified abortion)
1208,O00,"Pregnancy, Birth, Puerperium",Abortion (Failed attempted abortion)
1209,O00,"Pregnancy, Birth, Puerperium","Failed medical abortion, with other and unspecified complications"
1210,O00,"Pregnancy, Birth, Puerperium","Failed medical abortion, without complication"
1211,O00,"Pregnancy, Birth, Puerperium",Complications following abortion and ectopic and molar pregnancy
1212,O00,"Pregnancy, Birth, Puerperium",Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy
1213,O00,"Pregnancy, Birth, Puerperium",Shock following abortion and ectopic and molar pregnancy
1214,O00,"Pregnancy, Birth, Puerperium",Metabolic disorders following abortion and ectopic and molar pregnancy
1215,O00,"Pregnancy, Birth, Puerperium",Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy
1216,O00,"Pregnancy, Birth, Puerperium","Complication following abortion and ectopic and molar pregnancy, unspecified"
1217,O10,"Pregnancy, Birth, Puerperium","Hypertension (Pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
1218,O10,"Pregnancy, Birth, Puerperium","Hypertension (Unspecified pre-existing hypertension complicating pregnancy, childbirth, and the puerperium)"
